1445
ENSG00000229658.1	PABPC1P9	unprocessed_pseudogene
ENSG00000227367.1	SLC9B1P4	unprocessed_pseudogene
ENSG00000280263.1	ACTR3BP6	processed_pseudogene
ENSG00000235969.1	CHEK2P4	unprocessed_pseudogene
ENSG00000273362.1	ENSG00000273362	lncRNA
ENSG00000233995.1	ENSG00000233995	unprocessed_pseudogene
ENSG00000239435.3	KCNMB3P1	transcribed_unprocessed_pseudogene
ENSG00000290416.1	ENSG00000290416	lncRNA
ENSG00000198445.4	CCT8L2	protein_coding
ENSG00000287285.1	ENSG00000287285	lncRNA
ENSG00000240122.1	FABP5P11	processed_pseudogene
ENSG00000290418.1	TPTEP1	lncRNA
ENSG00000283633.1	ENSG00000283633	lncRNA
ENSG00000267338.1	ENSG00000267338	lncRNA
ENSG00000100181.23	TPTEP1	transcribed_unprocessed_pseudogene
ENSG00000249288.1	SLC25A15P5	unprocessed_pseudogene
ENSG00000249263.2	PARP4P3	transcribed_unprocessed_pseudogene
ENSG00000189295.13	ANKRD62P1-PARP4P3	lncRNA
ENSG00000259271.1	ANKRD62P1	transcribed_unprocessed_pseudogene
ENSG00000273244.1	ENSG00000273244	lncRNA
ENSG00000241717.1	VWFP1	transcribed_unprocessed_pseudogene
ENSG00000288024.1	ENSG00000288024	lncRNA
ENSG00000235343.2	LINC01665	lncRNA
ENSG00000172967.8	XKR3	protein_coding
ENSG00000290408.1	HSFY1P1	lncRNA
ENSG00000229027.4	HSFY1P1	transcribed_unprocessed_pseudogene
ENSG00000234121.1	GPM6BP3	processed_pseudogene
ENSG00000283535.1	ENSG00000283535	unprocessed_pseudogene
ENSG00000237835.1	ENSG00000237835	processed_pseudogene
ENSG00000220248.1	ZNF402P	processed_pseudogene
ENSG00000237689.1	ENSG00000237689	lncRNA
ENSG00000228122.1	MTND1P17	processed_pseudogene
ENSG00000237358.1	ENSG00000237358	processed_pseudogene
ENSG00000225480.1	ENSG00000225480	processed_pseudogene
ENSG00000230481.2	IGKV1OR22-5	IG_V_pseudogene
ENSG00000253691.2	IGKV2OR22-4	IG_V_pseudogene
ENSG00000253460.2	IGKV2OR22-3	IG_V_pseudogene
ENSG00000254264.2	IGKV3OR22-2	IG_V_pseudogene
ENSG00000253481.2	IGKV1OR22-1	IG_V_pseudogene
ENSG00000285045.1	ENSG00000285045	unprocessed_pseudogene
ENSG00000215568.9	GAB4	protein_coding
ENSG00000270226.1	ENSG00000270226	processed_pseudogene
ENSG00000276400.1	VN1R9P	processed_pseudogene
ENSG00000290931.1	ENSG00000290931	lncRNA
ENSG00000237438.8	CECR7	transcribed_unprocessed_pseudogene
ENSG00000273203.1	ENSG00000273203	lncRNA
ENSG00000273442.1	ENSG00000273442	lncRNA
ENSG00000177663.15	IL17RA	protein_coding
ENSG00000235328.1	ENSG00000235328	processed_pseudogene
ENSG00000183307.4	TMEM121B	protein_coding
ENSG00000235478.6	LINC01664	lncRNA
ENSG00000069998.12	HDHD5	protein_coding
ENSG00000185837.5	HDHD5-AS1	lncRNA
ENSG00000093072.19	ADA2	protein_coding
ENSG00000236325.1	RPL32P5	processed_pseudogene
ENSG00000203416.3	FAM32BP	processed_pseudogene
ENSG00000241832.1	CECR3	lncRNA
ENSG00000231004.2	CECR9	TEC
ENSG00000239547.3	RN7SL843P	misc_RNA
ENSG00000099954.19	CECR2	protein_coding
ENSG00000229492.1	ENSG00000229492	processed_pseudogene
ENSG00000232305.1	CLCP1	processed_pseudogene
ENSG00000228045.1	DNAJA1P6	processed_pseudogene
ENSG00000286195.1	ENSG00000286195	lncRNA
ENSG00000182902.14	SLC25A18	protein_coding
ENSG00000236754.5	ENSG00000236754	lncRNA
ENSG00000131100.13	ATP6V1E1	protein_coding
ENSG00000099968.18	BCL2L13	protein_coding
ENSG00000015475.19	BID	protein_coding
ENSG00000264757.1	MIR3198-1	miRNA
ENSG00000269220.1	LINC00528	lncRNA
ENSG00000243156.9	MICAL3	protein_coding
ENSG00000093100.13	ENSG00000093100	lncRNA
ENSG00000286990.1	ENSG00000286990	lncRNA
ENSG00000207780.1	MIR648	miRNA
ENSG00000235445.1	ENSG00000235445	lncRNA
ENSG00000234913.1	ENSG00000234913	lncRNA
ENSG00000237446.1	RHEBP3	processed_pseudogene
ENSG00000235295.2	LINC01634	lncRNA
ENSG00000225335.3	ENSG00000225335	lncRNA
ENSG00000215193.14	PEX26	protein_coding
ENSG00000288683.1	ENSG00000288683	protein_coding
ENSG00000236890.2	ENSG00000236890	processed_pseudogene
ENSG00000235617.1	ENSG00000235617	unprocessed_pseudogene
ENSG00000225225.1	ARL2BPP10	processed_pseudogene
ENSG00000183785.16	TUBA8	protein_coding
ENSG00000280007.1	ENSG00000280007	lncRNA
ENSG00000184979.11	USP18	protein_coding
ENSG00000187979.4	FAM230D	lncRNA
ENSG00000276160.1	GGTLC5P	unprocessed_pseudogene
ENSG00000288811.2	ENSG00000288811	lncRNA
ENSG00000274044.5	FAM230J	lncRNA
ENSG00000276874.1	ENSG00000276874	lncRNA
ENSG00000275060.1	PPP1R26P3	unprocessed_pseudogene
ENSG00000277870.5	FAM230A	lncRNA
ENSG00000277017.1	ENSG00000277017	lncRNA
ENSG00000278044.1	FAM247B	lncRNA
ENSG00000274252.1	GGTLC3	protein_coding
ENSG00000275319.1	Metazoa_SRP	misc_RNA
ENSG00000277690.2	ENSG00000277690	processed_pseudogene
ENSG00000278558.5	TMEM191B	protein_coding
ENSG00000290425.1	PI4KAP1	lncRNA
ENSG00000274602.6	PI4KAP1	transcribed_unprocessed_pseudogene
ENSG00000274625.1	ENSG00000274625	scaRNA
ENSG00000222630.2	RN7SKP131	misc_RNA
ENSG00000275793.1	RIMBP3	protein_coding
ENSG00000275362.1	Metazoa_SRP	misc_RNA
ENSG00000278110.1	SUSD2P2	unprocessed_pseudogene
ENSG00000286175.1	FAM246B	protein_coding
ENSG00000273907.1	CA15P2	unprocessed_pseudogene
ENSG00000273643.1	PPP1R26P2	processed_pseudogene
ENSG00000278008.1	PPP1R26P4	processed_pseudogene
ENSG00000182824.7	FAM230E	lncRNA
ENSG00000290711.1	ENSG00000290711	lncRNA
ENSG00000197421.11	GGT3P	transcribed_unprocessed_pseudogene
ENSG00000239989.1	ENSG00000239989	transcribed_processed_pseudogene
ENSG00000234764.2	E2F6P1	processed_pseudogene
ENSG00000161103.11	POM121L15P	transcribed_processed_pseudogene
ENSG00000215544.6	BCRP7	unprocessed_pseudogene
ENSG00000276095.2	FAM230F	lncRNA
ENSG00000279987.1	ENSG00000279987	lncRNA
ENSG00000183628.14	DGCR6	protein_coding
ENSG00000283809.1	ENSG00000283809	protein_coding
ENSG00000100033.17	PRODH	protein_coding
ENSG00000284294.1	ENSG00000284294	lncRNA
ENSG00000280418.1	ENSG00000280418	lncRNA
ENSG00000273032.3	DGCR5	lncRNA
ENSG00000283583.1	ENSG00000283583	unprocessed_pseudogene
ENSG00000237517.10	CELSR1P1	transcribed_unprocessed_pseudogene
ENSG00000271275.1	ENSG00000271275	processed_pseudogene
ENSG00000283366.2	ENSG00000283366	transcribed_unprocessed_pseudogene
ENSG00000270393.1	ENSG00000270393	processed_pseudogene
ENSG00000286025.2	FAM246C	protein_coding
ENSG00000241527.1	CA15P1	unitary_pseudogene
ENSG00000070413.20	DGCR2	protein_coding
ENSG00000206739.1	Y_RNA	misc_RNA
ENSG00000273311.1	DGCR11	lncRNA
ENSG00000237347.2	ENSG00000237347	processed_pseudogene
ENSG00000281530.1	ENSG00000281530	lncRNA
ENSG00000223461.1	ENSG00000223461	lncRNA
ENSG00000272682.1	ENSG00000272682	lncRNA
ENSG00000231086.1	TSSK1A	unitary_pseudogene
ENSG00000100056.12	ESS2	protein_coding
ENSG00000206203.5	TSSK2	protein_coding
ENSG00000063515.3	GSC2	protein_coding
ENSG00000289481.2	ENSG00000289481	lncRNA
ENSG00000260924.3	LINC01311	lncRNA
ENSG00000100075.10	SLC25A1	protein_coding
ENSG00000070371.16	CLTCL1	protein_coding
ENSG00000286367.1	ENSG00000286367	lncRNA
ENSG00000230194.1	ENSG00000230194	processed_pseudogene
ENSG00000251940.1	ENSG00000251940	snoRNA
ENSG00000233471.2	KRT18P62	processed_pseudogene
ENSG00000287146.1	ENSG00000287146	lncRNA
ENSG00000100084.14	HIRA	protein_coding
ENSG00000242259.9	C22orf39	protein_coding
ENSG00000244296.3	RN7SL168P	misc_RNA
ENSG00000185608.9	MRPL40	protein_coding
ENSG00000185065.6	UFD1-AS1	lncRNA
ENSG00000070010.19	UFD1	protein_coding
ENSG00000273300.1	ENSG00000273300	lncRNA
ENSG00000273212.1	ENSG00000273212	lncRNA
ENSG00000093009.11	CDC45	protein_coding
ENSG00000287652.1	ENSG00000287652	lncRNA
ENSG00000184113.10	CLDN5	protein_coding
ENSG00000281548.1	LINC00895	lncRNA
ENSG00000230485.1	ENSG00000230485	processed_pseudogene
ENSG00000225007.1	ENSG00000225007	lncRNA
ENSG00000184702.20	SEPTIN5	protein_coding
ENSG00000284874.1	ENSG00000284874	protein_coding
ENSG00000203618.6	GP1BB	protein_coding
ENSG00000184058.16	TBX1	protein_coding
ENSG00000185838.14	GNB1L	protein_coding
ENSG00000235776.2	RPL7AP70	processed_pseudogene
ENSG00000215012.9	RTL10	protein_coding
ENSG00000289960.1	ENSG00000289960	lncRNA
ENSG00000184470.21	TXNRD2	protein_coding
ENSG00000232926.1	ENSG00000232926	processed_pseudogene
ENSG00000289946.1	ENSG00000289946	lncRNA
ENSG00000093010.15	COMT	protein_coding
ENSG00000284031.1	MIR4761	miRNA
ENSG00000099889.14	ARVCF	protein_coding
ENSG00000183597.16	TANGO2	protein_coding
ENSG00000208023.3	MIR185	miRNA
ENSG00000236540.7	ENSG00000236540	lncRNA
ENSG00000268292.1	ENSG00000268292	lncRNA
ENSG00000277950.1	Metazoa_SRP	misc_RNA
ENSG00000128191.17	DGCR8	protein_coding
ENSG00000284140.1	MIR3618	miRNA
ENSG00000284464.1	MIR1306	miRNA
ENSG00000243762.1	ENSG00000243762	lncRNA
ENSG00000099899.16	TRMT2A	protein_coding
ENSG00000278278.1	MIR6816	miRNA
ENSG00000099901.17	RANBP1	protein_coding
ENSG00000264346.1	SNORA77B	snoRNA
ENSG00000099904.16	ZDHHC8	protein_coding
ENSG00000234409.7	CCDC188	protein_coding
ENSG00000249923.1	LINC02891	lncRNA
ENSG00000236499.3	LINC00896	lncRNA
ENSG00000040608.14	RTN4R	protein_coding
ENSG00000221039.3	MIR1286	miRNA
ENSG00000161132.6	PRODHLP	unprocessed_pseudogene
ENSG00000128185.10	DGCR6L	protein_coding
ENSG00000273343.1	ENSG00000273343	lncRNA
ENSG00000273139.2	ENSG00000273139	lncRNA
ENSG00000188280.11	FAM230G	lncRNA
ENSG00000235578.1	ENSG00000235578	lncRNA
ENSG00000287446.1	ENSG00000287446	lncRNA
ENSG00000290950.1	ENSG00000290950	lncRNA
ENSG00000161133.19	USP41	transcribed_unprocessed_pseudogene
ENSG00000185252.19	ZNF74	protein_coding
ENSG00000207343.1	RNU6-225P	snRNA
ENSG00000244486.9	SCARF2	protein_coding
ENSG00000277971.1	ENSG00000277971	protein_coding
ENSG00000099910.17	KLHL22	protein_coding
ENSG00000215493.3	ENSG00000215493	processed_pseudogene
ENSG00000255156.1	RNY1P9	misc_RNA
ENSG00000201916.1	Y_RNA	misc_RNA
ENSG00000242876.3	RN7SL812P	misc_RNA
ENSG00000236670.1	KRT18P5	processed_pseudogene
ENSG00000099917.17	MED15	protein_coding
ENSG00000236003.1	ENSG00000236003	lncRNA
ENSG00000250261.1	CCDC74BP1	unprocessed_pseudogene
ENSG00000223553.7	SMPD4P1	transcribed_unprocessed_pseudogene
ENSG00000290981.1	ENSG00000290981	lncRNA
ENSG00000276427.1	IGLL4P	unprocessed_pseudogene
ENSG00000238125.1	SLC9A3P2	processed_pseudogene
ENSG00000229107.2	ABHD17AP4	processed_pseudogene
ENSG00000217261.5	POM121L4P	transcribed_unprocessed_pseudogene
ENSG00000290982.1	ENSG00000290982	lncRNA
ENSG00000235062.4	BCRP5	unprocessed_pseudogene
ENSG00000291085.1	TMEM191A	lncRNA
ENSG00000226287.10	TMEM191A	transcribed_unprocessed_pseudogene
ENSG00000241973.11	PI4KA	protein_coding
ENSG00000099937.11	SERPIND1	protein_coding
ENSG00000099940.12	SNAP29	protein_coding
ENSG00000272600.1	ENSG00000272600	lncRNA
ENSG00000099942.13	CRKL	protein_coding
ENSG00000237476.2	LINC01637	lncRNA
ENSG00000183773.16	AIFM3	protein_coding
ENSG00000285314.1	ENSG00000285314	lncRNA
ENSG00000272829.2	ENSG00000272829	lncRNA
ENSG00000099949.22	LZTR1	protein_coding
ENSG00000184436.12	THAP7	protein_coding
ENSG00000230513.4	THAP7-AS1	lncRNA
ENSG00000284060.1	ENSG00000284060	transcribed_unprocessed_pseudogene
ENSG00000284130.2	TUBA3FP	protein_coding
ENSG00000291240.1	ENSG00000291240	protein_coding
ENSG00000099957.17	P2RX6	protein_coding
ENSG00000099960.13	SLC7A4	protein_coding
ENSG00000226872.2	ENSG00000226872	lncRNA
ENSG00000207575.1	MIR649	miRNA
ENSG00000290799.1	ENSG00000290799	lncRNA
ENSG00000206145.9	P2RX6P	transcribed_unprocessed_pseudogene
ENSG00000187905.11	LRRC74B	protein_coding
ENSG00000249680.2	TUBA3GP	unprocessed_pseudogene
ENSG00000284665.1	ENSG00000284665	unprocessed_pseudogene
ENSG00000291044.1	ENSG00000291044	lncRNA
ENSG00000197210.7	ENSG00000197210	lncRNA
ENSG00000169668.14	BCRP2	transcribed_unprocessed_pseudogene
ENSG00000239511.2	POM121L7P	processed_pseudogene
ENSG00000224688.1	E2F6P2	processed_pseudogene
ENSG00000215498.9	FAM230B	lncRNA
ENSG00000234503.1	ENSG00000234503	lncRNA
ENSG00000290961.1	ENSG00000290961	lncRNA
ENSG00000283972.2	FAM247A	transcribed_unprocessed_pseudogene
ENSG00000133475.19	GGT2P	transcribed_unprocessed_pseudogene
ENSG00000290983.1	ENSG00000290983	lncRNA
ENSG00000283145.1	ENSG00000283145	unprocessed_pseudogene
ENSG00000226885.1	E2F6P3	processed_pseudogene
ENSG00000229266.1	POM121L8P	processed_pseudogene
ENSG00000169662.8	BCRP6	unprocessed_pseudogene
ENSG00000206142.9	FAM230H	lncRNA
ENSG00000237407.1	ENSG00000237407	lncRNA
ENSG00000232771.2	PPP1R26P5	processed_pseudogene
ENSG00000279920.2	LINC01651	lncRNA
ENSG00000286102.1	FAM246A	protein_coding
ENSG00000226534.1	ENSG00000226534	processed_pseudogene
ENSG00000273846.1	Metazoa_SRP	misc_RNA
ENSG00000274600.2	RIMBP3B	protein_coding
ENSG00000200057.1	RN7SKP63	misc_RNA
ENSG00000252020.1	ENSG00000252020	scaRNA
ENSG00000275840.1	Metazoa_SRP	misc_RNA
ENSG00000169635.10	HIC2	protein_coding
ENSG00000276800.1	Metazoa_SRP	misc_RNA
ENSG00000206140.12	TMEM191C	protein_coding
ENSG00000183506.17	PI4KAP2	transcribed_unitary_pseudogene
ENSG00000252143.1	ENSG00000252143	scaRNA
ENSG00000222352.1	RN7SKP221	misc_RNA
ENSG00000183246.8	RIMBP3C	protein_coding
ENSG00000185651.16	UBE2L3	protein_coding
ENSG00000275293.1	Metazoa_SRP	misc_RNA
ENSG00000161179.14	YDJC	protein_coding
ENSG00000161180.11	CCDC116	protein_coding
ENSG00000273342.1	ENSG00000273342	lncRNA
ENSG00000128228.5	SDF2L1	protein_coding
ENSG00000207751.4	ENSG00000207751	lncRNA
ENSG00000212102.1	MIR301B	miRNA
ENSG00000283871.1	MIR130B	miRNA
ENSG00000284630.1	ENSG00000284630	transcribed_unitary_pseudogene
ENSG00000284651.1	ENSG00000284651	unitary_pseudogene
ENSG00000284654.1	ENSG00000284654	unitary_pseudogene
ENSG00000284621.1	ENSG00000284621	unitary_pseudogene
ENSG00000272954.1	ENSG00000272954	lncRNA
ENSG00000100023.20	PPIL2	protein_coding
ENSG00000100027.17	YPEL1	protein_coding
ENSG00000286365.1	ENSG00000286365	lncRNA
ENSG00000244671.3	RN7SL280P	misc_RNA
ENSG00000286127.1	ENSG00000286127	lncRNA
ENSG00000100030.15	MAPK1	protein_coding
ENSG00000200985.1	RNA5SP493	rRNA_pseudogene
ENSG00000289564.1	ENSG00000289564	lncRNA
ENSG00000225544.1	ENSG00000225544	processed_pseudogene
ENSG00000100034.14	PPM1F	protein_coding
ENSG00000224086.6	PPM1F-AS1	lncRNA
ENSG00000100038.20	TOP3B	protein_coding
ENSG00000290847.1	PRAMENP	lncRNA
ENSG00000197549.10	PRAMENP	transcribed_unprocessed_pseudogene
ENSG00000253239.1	IGLVI-70	IG_V_pseudogene
ENSG00000211637.2	IGLV4-69	IG_V_gene
ENSG00000254355.1	IGLVI-68	IG_V_pseudogene
ENSG00000278657.1	ENSG00000278657	lncRNA
ENSG00000249333.1	ENSG00000249333	unprocessed_pseudogene
ENSG00000253794.1	IGLV10-67	IG_V_pseudogene
ENSG00000228161.1	ENSG00000228161	unprocessed_pseudogene
ENSG00000253874.1	IGLVIV-66-1	IG_V_pseudogene
ENSG00000254075.1	IGLVV-66	IG_V_pseudogene
ENSG00000254161.1	IGLVIV-65	IG_V_pseudogene
ENSG00000253242.1	IGLVIV-64	IG_V_pseudogene
ENSG00000253752.1	IGLVI-63	IG_V_pseudogene
ENSG00000253823.1	IGLV1-62	IG_V_pseudogene
ENSG00000275361.1	ENSG00000275361	unprocessed_pseudogene
ENSG00000211638.2	IGLV8-61	IG_V_gene
ENSG00000225741.1	ENSG00000225741	unprocessed_pseudogene
ENSG00000263366.2	ABHD17AP5	processed_pseudogene
ENSG00000236118.1	ENSG00000236118	unprocessed_pseudogene
ENSG00000233720.1	ENSG00000233720	unprocessed_pseudogene
ENSG00000211639.2	IGLV4-60	IG_V_gene
ENSG00000227710.1	ENSG00000227710	unprocessed_pseudogene
ENSG00000224465.1	SOCS2P2	processed_pseudogene
ENSG00000254308.1	IGLVIV-59	IG_V_pseudogene
ENSG00000253637.1	IGLVV-58	IG_V_pseudogene
ENSG00000236323.1	BMP6P1	processed_pseudogene
ENSG00000211640.4	IGLV6-57	IG_V_gene
ENSG00000253126.1	IGLVI-56	IG_V_pseudogene
ENSG00000211641.3	IGLV11-55	IG_V_gene
ENSG00000211642.4	IGLV10-54	IG_V_gene
ENSG00000253935.1	IGLVIV-53	IG_V_pseudogene
ENSG00000228050.1	TOP3BP1	processed_pseudogene
ENSG00000234726.1	ENSG00000234726	processed_pseudogene
ENSG00000169575.5	VPREB1	protein_coding
ENSG00000279278.1	ENSG00000279278	lncRNA
ENSG00000274422.1	ENSG00000274422	lncRNA
ENSG00000234630.1	ENSG00000234630	lncRNA
ENSG00000286129.1	ENSG00000286129	lncRNA
ENSG00000272779.1	BMS1P20	transcribed_unprocessed_pseudogene
ENSG00000211643.2	IGLV5-52	IG_V_gene
ENSG00000211644.3	IGLV1-51	IG_V_gene
ENSG00000211645.2	IGLV1-50	IG_V_gene
ENSG00000225724.1	ASH2LP3	unprocessed_pseudogene
ENSG00000223350.2	IGLV9-49	IG_V_gene
ENSG00000232515.1	ENSG00000232515	unprocessed_pseudogene
ENSG00000211647.1	IGLV5-48	IG_V_gene
ENSG00000211648.2	IGLV1-47	IG_V_gene
ENSG00000237428.1	ASH2LP2	processed_pseudogene
ENSG00000211649.3	IGLV7-46	IG_V_gene
ENSG00000232603.1	ENSG00000232603	unprocessed_pseudogene
ENSG00000211650.2	IGLV5-45	IG_V_gene
ENSG00000211651.3	IGLV1-44	IG_V_gene
ENSG00000211652.2	IGLV7-43	IG_V_gene
ENSG00000254175.1	IGLVI-42	IG_V_pseudogene
ENSG00000254073.1	IGLVVII-41-1	IG_V_pseudogene
ENSG00000253818.1	IGLV1-41	IG_V_pseudogene
ENSG00000211653.2	IGLV1-40	IG_V_gene
ENSG00000224144.1	ASH2LP1	processed_pseudogene
ENSG00000253889.1	IGLVI-38	IG_V_pseudogene
ENSG00000211654.2	IGLV5-37	IG_V_gene
ENSG00000211655.3	IGLV1-36	IG_V_gene
ENSG00000230821.1	ENSG00000230821	processed_pseudogene
ENSG00000253631.1	IGLV7-35	IG_V_pseudogene
ENSG00000226595.1	ENSG00000226595	unprocessed_pseudogene
ENSG00000275004.4	ZNF280B	protein_coding
ENSG00000169548.3	ZNF280A	protein_coding
ENSG00000185686.18	PRAME	protein_coding
ENSG00000220891.1	LL22NC03-63E9.3	lncRNA
ENSG00000253120.1	IGLV2-34	IG_V_pseudogene
ENSG00000211656.3	IGLV2-33	IG_V_gene
ENSG00000211657.3	IGLV3-32	IG_V_gene
ENSG00000253920.1	IGLV3-31	IG_V_pseudogene
ENSG00000253329.1	IGLV3-30	IG_V_pseudogene
ENSG00000215456.6	BCRP4	unprocessed_pseudogene
ENSG00000286941.1	ENSG00000286941	lncRNA
ENSG00000290990.1	ENSG00000290990	lncRNA
ENSG00000183169.7	POM121L1P	transcribed_unprocessed_pseudogene
ENSG00000100121.14	GGTLC2	protein_coding
ENSG00000253338.1	IGLV3-29	IG_V_pseudogene
ENSG00000253451.1	IGLV2-28	IG_V_pseudogene
ENSG00000211658.2	IGLV3-27	IG_V_gene
ENSG00000253913.1	IGLV3-26	IG_V_pseudogene
ENSG00000253779.1	IGLVVI-25-1	IG_V_pseudogene
ENSG00000211659.2	IGLV3-25	IG_V_gene
ENSG00000232350.1	ENSG00000232350	unprocessed_pseudogene
ENSG00000223999.1	ENSG00000223999	lncRNA
ENSG00000253822.1	IGLV3-24	IG_V_pseudogene
ENSG00000211660.3	IGLV2-23	IG_V_gene
ENSG00000253546.1	IGLVVI-22-1	IG_V_pseudogene
ENSG00000211661.2	IGLV3-22	IG_V_gene
ENSG00000211662.2	IGLV3-21	IG_V_gene
ENSG00000254240.1	IGLVI-20	IG_V_pseudogene
ENSG00000211663.2	IGLV3-19	IG_V_gene
ENSG00000278667.1	ENSG00000278667	processed_pseudogene
ENSG00000211664.3	IGLV2-18	IG_V_gene
ENSG00000253152.1	IGLV3-17	IG_V_pseudogene
ENSG00000211665.3	IGLV3-16	IG_V_gene
ENSG00000253786.1	IGLV3-15	IG_V_pseudogene
ENSG00000288861.1	ENSG00000288861	lncRNA
ENSG00000211666.2	IGLV2-14	IG_V_gene
ENSG00000253590.1	IGLV3-13	IG_V_pseudogene
ENSG00000211667.3	IGLV3-12	IG_V_gene
ENSG00000231392.1	ENSG00000231392	unprocessed_pseudogene
ENSG00000275772.1	ENSG00000275772	processed_pseudogene
ENSG00000289120.2	ENSG00000289120	lncRNA
ENSG00000211668.2	IGLV2-11	IG_V_gene
ENSG00000274381.1	ENSG00000274381	unprocessed_pseudogene
ENSG00000211669.3	IGLV3-10	IG_V_gene
ENSG00000226477.1	ENSG00000226477	unprocessed_pseudogene
ENSG00000211670.2	IGLV3-9	IG_V_gene
ENSG00000278196.3	IGLV2-8	IG_V_gene
ENSG00000284049.1	MIR650	miRNA
ENSG00000237127.1	ENSG00000237127	unprocessed_pseudogene
ENSG00000254077.1	IGLV3-7	IG_V_pseudogene
ENSG00000253448.1	IGLV3-6	IG_V_pseudogene
ENSG00000253234.1	IGLV2-5	IG_V_pseudogene
ENSG00000226420.1	IGLV3-4	IG_V_pseudogene
ENSG00000211672.2	IGLV4-3	IG_V_gene
ENSG00000253963.1	IGLV3-2	IG_V_pseudogene
ENSG00000211673.2	IGLV3-1	IG_V_gene
ENSG00000264824.1	MIR5571	miRNA
ENSG00000254709.8	IGLL5	protein_coding
ENSG00000211674.2	IGLJ1	IG_J_gene
ENSG00000211675.2	IGLC1	IG_C_gene
ENSG00000211676.2	IGLJ2	IG_J_gene
ENSG00000211677.2	IGLC2	IG_C_gene
ENSG00000211678.2	IGLJ3	IG_J_gene
ENSG00000211679.2	IGLC3	IG_C_gene
ENSG00000211680.2	IGLJ4	IG_J_gene
ENSG00000254029.1	IGLC4	IG_C_pseudogene
ENSG00000211681.2	IGLJ5	IG_J_gene
ENSG00000254030.1	IGLC5	IG_C_pseudogene
ENSG00000211682.2	IGLJ6	IG_J_gene
ENSG00000222037.5	IGLC6	IG_C_pseudogene
ENSG00000211684.2	IGLJ7	IG_J_gene
ENSG00000211685.3	IGLC7	IG_C_gene
ENSG00000237472.1	ENSG00000237472	processed_pseudogene
ENSG00000223679.1	ENSG00000223679	unprocessed_pseudogene
ENSG00000100218.12	RSPH14	protein_coding
ENSG00000128266.9	GNAZ	protein_coding
ENSG00000283438.1	Metazoa_SRP	misc_RNA
ENSG00000275635.1	U7	snRNA
ENSG00000100228.14	RAB36	protein_coding
ENSG00000186716.21	BCR	protein_coding
ENSG00000236794.5	BCRP8	processed_pseudogene
ENSG00000240160.3	RN7SL263P	misc_RNA
ENSG00000230701.2	FBXW4P1	processed_pseudogene
ENSG00000214526.3	ENSG00000214526	processed_pseudogene
ENSG00000236611.1	LINC02556	lncRNA
ENSG00000215478.9	CES5AP1	transcribed_unprocessed_pseudogene
ENSG00000290449.1	ENSG00000290449	lncRNA
ENSG00000290920.1	ENSG00000290920	lncRNA
