5353
ENST00000450340.1	16503303	16509474	16488321	1	3	226	50
ENST00000609641.1	16521058	16527236	16509474	1	3	229	51
ENST00000454360.1	16572026	16574636	16527236	1	5	232	52
ENST00000493696.2	16575362	16582706	16574636	2	3	237	53
ENST00000472972.1	16581076	16582601	16582706	2	2	240	54
ENST00000359963.4	16590750	16592809	16582706	2	1	242	55
ENST00000656324.1	16592894	16600109	16592809	1	2	243	56
ENST00000430910.1	16595088	16595484	16600109	2	1	245	57
ENST00000558085.6	16601886	16698741	16600109	1	3	246	58
ENST00000592918.5	16601910	16615110	16698741	1	3	249	59
ENST00000400593.6	16601910	16648829	16698741	1	9	252	58
ENST00000592107.5	16601947	16615110	16698741	1	4	261	59
ENST00000426585.5	16602043	16653808	16698741	1	5	265	58
ENST00000591299.1	16602049	16614332	16698741	1	3	270	59
ENST00000588548.1	16612581	16615103	16698741	1	1	273	59
ENST00000438850.1	16616169	16617113	16698741	1	2	274	60
ENST00000383140.7	16619614	16653691	16698741	1	8	276	58
ENST00000585784.1	16637019	16638979	16698741	1	2	284	58
ENST00000636884.1	16637039	16638739	16698741	1	2	286	61
ENST00000588424.1	16638578	16640736	16698741	1	2	288	58
ENST00000508033.1	16645694	16646580	16698741	2	2	290	62
ENST00000415121.1	16649929	16653804	16698741	1	3	292	58
ENST00000510265.2	16653891	16659627	16698741	2	2	295	63
ENST00000456726.5	16654065	16675539	16698741	2	9	297	64
ENST00000457060.1	16669463	16675451	16698741	2	4	306	64
ENST00000434304.2	16671089	16679492	16698741	2	6	310	65
ENST00000423580.2	16676015	16694647	16698741	2	7	316	66
ENST00000457911.1	16690102	16704476	16698741	2	12	323	67
ENST00000670988.1	16725071	16747760	16704476	1	3	335	68
ENST00000665507.1	16746627	16748548	16747760	2	2	338	69
ENST00000422917.1	16746868	16748644	16748548	2	2	340	69
ENST00000331428.5	16783411	16821698	16748644	2	4	342	70
ENST00000684488.1	16783479	16825410	16821698	2	4	346	70
ENST00000425038.1	16827473	16829334	16825410	1	2	350	71
ENST00000423928.2	16827550	16829208	16829334	1	2	352	72
ENST00000442797.1	16837521	16837665	16829334	1	1	354	73
ENST00000637740.1	16844398	16846356	16837665	1	4	355	74
ENST00000422608.1	16855803	16856161	16846356	1	1	359	75
ENST00000404435.1	16857618	16860717	16856161	2	1	360	76
ENST00000442403.1	16869477	16871125	16860717	1	2	361	77
ENST00000448961.1	16876217	16876420	16871125	2	1	363	78
ENST00000412238.1	16876551	16876901	16876420	2	1	364	79
ENST00000427470.1	16897444	16897545	16876901	1	1	365	80
ENST00000458718.2	16904218	16904695	16897545	2	2	366	81
ENST00000523309.2	16914234	16914980	16904695	2	2	368	82
ENST00000521969.2	16921442	16922172	16914980	2	2	370	83
ENST00000517943.2	16925951	16926443	16922172	2	2	372	84
ENST00000521497.2	16933520	16934002	16926443	2	2	374	85
ENST00000643267.1	16953894	16956807	16934002	1	3	376	86
ENST00000400588.5	16961935	17008221	16956807	2	10	379	87
ENST00000651146.1	16962458	17007998	17008221	2	9	389	87
ENST00000465611.1	16962459	17007998	17008221	2	9	398	87
ENST00000643316.1	16962732	17008113	17008221	2	10	407	87
ENST00000520505.5	16966099	16968382	17008221	2	2	417	87
ENST00000523144.1	16967300	17007998	17008221	2	4	419	87
ENST00000605217.1	17012403	17012931	17008221	1	1	423	88
ENST00000614184.1	17021397	17022569	17012931	2	2	424	89
ENST00000441006.5	17036569	17058791	17022569	1	4	426	90
ENST00000414401.5	17037211	17056557	17058791	1	4	430	90
ENST00000609932.5	17037238	17060824	17058791	1	4	434	90
ENST00000609596.1	17037285	17060002	17060824	1	4	438	90
ENST00000636648.1	17044872	17047425	17060824	1	3	442	91
ENST00000608373.1	17067820	17070674	17060824	1	1	445	92
ENST00000609791.1	17080700	17081455	17070674	1	1	446	93
ENST00000477874.1	17084953	17100468	17081455	1	4	447	94
ENST00000694948.1	17084993	17102179	17100468	1	6	451	94
ENST00000694949.1	17084996	17099305	17102179	1	5	457	94
ENST00000319363.11	17084999	17115692	17102179	1	13	462	94
ENST00000694950.1	17085011	17103575	17115692	1	7	475	94
ENST00000459971.1	17085056	17097508	17115692	1	2	482	94
ENST00000612619.2	17085091	17109819	17115692	1	12	484	94
ENST00000429106.1	17093611	17093938	17115692	2	1	496	95
ENST00000694951.1	17097060	17104767	17115692	1	7	497	94
ENST00000331437.4	17116296	17121359	17115692	2	1	504	96
ENST00000399875.1	17116298	17121366	17121359	2	2	505	96
ENST00000654656.2	17121529	17132103	17121366	1	4	507	97
ENST00000441544.3	17121539	17132104	17132103	1	4	511	97
ENST00000662102.1	17121559	17132101	17132104	1	4	515	97
ENST00000691167.2	17121561	17132103	17132104	1	4	519	97
ENST00000428078.4	17121585	17130442	17132104	1	4	523	97
ENST00000668330.1	17121613	17125042	17132104	1	2	527	97
ENST00000155674.9	17137510	17165286	17132104	2	8	529	98
ENST00000336737.8	17137519	17159276	17165286	2	8	537	98
ENST00000477157.5	17137521	17143646	17165286	2	3	545	98
ENST00000399852.3	17137578	17159254	17165286	2	4	548	98
ENST00000486462.1	17137581	17141842	17165286	2	4	552	98
ENST00000463033.1	17148447	17158985	17165286	2	2	556	98
ENST00000480451.1	17148448	17159167	17165286	2	3	558	98
ENST00000689229.2	17159350	17165446	17165286	1	2	561	99
ENST00000329743.4	17159351	17165446	17165446	1	2	563	99
ENST00000431923.2	17159356	17165446	17165446	1	2	565	99
ENST00000696220.1	17178789	17191809	17165446	2	6	567	100
ENST00000696221.1	17178789	17191809	17191809	2	7	573	100
ENST00000696222.1	17178789	17191809	17191809	2	7	580	100
ENST00000696223.1	17178789	17191809	17191809	2	7	587	100
ENST00000696224.1	17178789	17199782	17191809	2	8	594	100
ENST00000399837.8	17178789	17219434	17199782	2	10	602	100
ENST00000610390.5	17178789	17219434	17219434	2	9	612	100
ENST00000696196.1	17178789	17219434	17219434	2	10	621	100
ENST00000696225.1	17178789	17219434	17219434	2	11	631	100
ENST00000696197.1	17178789	17230288	17219434	2	12	642	100
ENST00000649310.2	17178789	17258234	17230288	2	10	654	100
ENST00000649746.2	17178789	17258234	17258234	2	12	664	100
ENST00000469063.2	17179300	17189306	17258234	2	4	676	100
ENST00000330232.9	17179301	17199782	17258234	2	7	680	100
ENST00000543038.2	17179301	17219434	17258234	2	10	687	100
ENST00000399839.5	17179303	17221988	17258234	2	10	697	100
ENST00000449907.8	17179304	17222100	17258234	2	10	707	100
ENST00000262607.3	17179305	17209888	17258234	2	9	717	100
ENST00000696218.1	17179314	17188530	17258234	2	5	726	100
ENST00000648061.2	17179314	17199624	17258234	2	6	731	100
ENST00000648668.1	17179316	17198788	17258234	2	7	737	100
ENST00000649540.1	17181086	17219433	17258234	2	10	744	100
ENST00000649915.2	17181382	17219586	17258234	2	10	754	100
ENST00000696189.1	17188224	17199601	17258234	2	4	764	100
ENST00000480276.1	17189783	17198790	17258234	2	3	768	100
ENST00000696198.1	17191288	17199601	17258234	2	2	771	100
ENST00000650635.1	17191594	17219433	17258234	2	5	773	100
ENST00000428401.1	17192935	17193307	17258234	1	1	778	101
ENST00000648343.1	17198856	17199594	17258234	2	2	779	100
ENST00000696226.1	17202713	17219423	17258234	2	4	781	100
ENST00000696227.1	17203191	17219422	17258234	2	4	785	100
ENST00000344033.5	17213515	17214154	17258234	1	2	789	102
ENST00000428828.1	17256858	17266732	17258234	2	3	791	103
ENST00000453421.1	17329033	17329231	17266732	1	1	794	104
ENST00000485262.3	17352880	17353176	17329231	2	1	795	105
ENST00000400585.7	17359948	17558150	17353176	1	19	796	106
ENST00000262608.13	17369459	17558150	17558150	1	19	815	106
ENST00000342247.10	17369459	17558150	17558150	1	20	834	106
ENST00000455617.1	17418696	17419827	17558150	1	1	854	107
ENST00000455251.1	17424387	17424774	17558150	2	1	855	108
ENST00000497534.1	17428272	17499457	17558150	1	4	856	106
ENST00000612582.1	17477092	17558148	17558150	1	19	860	106
ENST00000437347.1	17518675	17519028	17558150	2	1	879	109
ENST00000651475.1	17521513	17570077	17558150	2	6	880	110
ENST00000355219.4	17548998	17558150	17570077	1	4	886	106
ENST00000399813.1	17563449	17590880	17570077	1	10	890	111
ENST00000496051.1	17563463	17570255	17590880	1	2	900	111
ENST00000327451.11	17563497	17590994	17590880	1	11	902	111
ENST00000467228.1	17563588	17582207	17590994	1	4	913	111
ENST00000497401.1	17569700	17583483	17590994	1	6	917	111
ENST00000469889.1	17569706	17570392	17590994	1	2	923	111
ENST00000443935.5	17580156	17589191	17590994	2	4	925	112
ENST00000611039.1	17580313	17588017	17590994	2	4	929	112
ENST00000253413.10	17592135	17628748	17590994	2	9	933	113
ENST00000399796.6	17592168	17628746	17628748	2	8	942	113
ENST00000399798.6	17592408	17628748	17628748	2	8	950	113
ENST00000473248.1	17592668	17595291	17628748	2	2	958	113
ENST00000413576.1	17594538	17628732	17628748	2	9	960	113
ENST00000481365.5	17598000	17619527	17628748	2	6	969	113
ENST00000484653.5	17600679	17619527	17628748	2	4	975	113
ENST00000478963.5	17612613	17628747	17628748	2	4	979	113
ENST00000460085.1	17612975	17628748	17628748	2	3	983	113
ENST00000399781.5	17628854	17696208	17628748	1	5	986	114
ENST00000399782.5	17628915	17702427	17696208	1	7	991	114
ENST00000337612.9	17638583	17730854	17702427	1	5	998	114
ENST00000418951.6	17638583	17730854	17730854	1	6	1003	114
ENST00000538149.5	17638583	17730854	17730854	1	4	1009	114
ENST00000543133.5	17638583	17730854	17730854	1	6	1013	114
ENST00000611738.4	17638583	17730854	17730854	1	5	1019	114
ENST00000616863.4	17638583	17730854	17730854	1	4	1024	114
ENST00000618481.4	17638583	17730854	17730854	1	6	1028	114
ENST00000498133.5	17638740	17728698	17730854	1	6	1034	114
ENST00000464649.1	17638756	17692394	17730854	1	4	1040	114
ENST00000317582.10	17638756	17730854	17730854	1	7	1044	114
ENST00000493680.5	17638771	17703732	17730854	1	6	1051	114
ENST00000355028.4	17638810	17730621	17730854	1	5	1057	114
ENST00000399777.1	17689073	17729139	17730854	1	3	1062	114
ENST00000479296.1	17695737	17702362	17730854	1	2	1065	114
ENST00000485631.1	17706709	17727669	17730854	1	2	1067	114
ENST00000317361.11	17734137	17774015	17730854	2	6	1069	115
ENST00000622694.5	17734137	17774468	17774015	2	6	1075	115
ENST00000614949.4	17734141	17774494	17774468	2	5	1081	115
ENST00000399765.5	17734174	17774488	17774494	2	4	1086	115
ENST00000494097.5	17735221	17741193	17774494	2	3	1090	115
ENST00000399767.6	17735363	17774494	17774494	2	5	1093	115
ENST00000342111.9	17735498	17774411	17774494	2	7	1098	115
ENST00000550946.5	17735551	17774411	17774494	2	6	1105	115
ENST00000551952.5	17735551	17774664	17774494	2	6	1111	115
ENST00000473439.5	17738057	17774494	17774664	2	4	1117	115
ENST00000552886.1	17739447	17774769	17774664	2	3	1121	115
ENST00000583102.1	17764179	17764258	17774769	2	1	1124	116
ENST00000600723.1	17777321	17779480	17774769	1	1	1125	117
ENST00000441493.7	17787648	18024560	17779480	2	32	1126	118
ENST00000672019.1	17787648	18024560	18024560	2	33	1158	118
ENST00000476405.1	17787651	17811496	18024560	2	5	1191	119
ENST00000252134.11	17790539	17791666	18024560	2	3	1196	118
ENST00000580469.1	17790836	17815668	18024560	2	6	1199	118
ENST00000577821.5	17790945	17817488	18024560	2	8	1205	118
ENST00000579997.5	17791263	17817424	18024560	2	6	1213	118
ENST00000657505.1	17800721	17802034	18024560	1	2	1219	120
ENST00000584751.1	17803553	17810735	18024560	2	3	1221	118
ENST00000498573.5	17819021	17831999	18024560	2	5	1224	118
ENST00000578984.1	17819035	17831926	18024560	2	6	1229	118
ENST00000400561.6	17834327	17906834	18024560	2	20	1235	118
ENST00000495076.5	17839591	18001500	18024560	2	19	1255	118
ENST00000578905.1	17839950	17842481	18024560	2	1	1274	118
ENST00000414725.6	17839950	17906811	18024560	2	20	1275	118
ENST00000383094.7	17841674	17906826	18024560	2	19	1295	118
ENST00000461307.5	17860162	17895287	18024560	2	11	1314	118
ENST00000585038.1	17864614	17906873	18024560	2	22	1325	118
ENST00000462645.1	17865923	17876702	18024560	2	3	1347	118
ENST00000465886.1	17871929	17876871	18024560	2	2	1350	118
ENST00000498345.1	17871933	17876738	18024560	2	3	1352	118
ENST00000424046.1	17904727	18001179	18024560	2	3	1355	118
ENST00000385046.1	17980867	17980960	18024560	2	1	1358	121
ENST00000429618.1	17983204	17983618	18024560	2	2	1359	122
ENST00000441167.1	18004269	18007307	18024560	2	2	1361	123
ENST00000411920.1	18019213	18020199	18024560	1	3	1363	124
ENST00000443243.2	18029384	18037969	18024560	1	2	1366	125
ENST00000426483.1	18076526	18077796	18037969	2	2	1368	126
ENST00000607927.1	18077185	18078883	18077796	2	1	1370	126
ENST00000329627.11	18077922	18105395	18078883	1	6	1371	127
ENST00000474897.6	18077988	18131719	18105395	1	9	1377	128
ENST00000399744.8	18077989	18105395	18131719	1	5	1386	127
ENST00000622035.1	18078054	18078774	18131719	2	1	1391	126
ENST00000428061.2	18078376	18088118	18131719	1	4	1392	127
ENST00000427227.2	18081465	18081674	18131719	2	1	1396	129
ENST00000450866.1	18101611	18101887	18131719	1	1	1397	130
ENST00000446487.1	18102456	18103648	18131719	2	2	1398	131
ENST00000679963.1	18110099	18146682	18131719	1	5	1400	132
ENST00000680175.1	18110304	18141271	18146682	1	6	1405	132
ENST00000426208.5	18110330	18124267	18146682	1	3	1411	132
ENST00000316027.10	18110686	18131153	18146682	1	5	1414	132
ENST00000623543.1	18110758	18131153	18146682	2	1	1419	133
ENST00000330423.8	18110808	18131731	18146682	1	5	1420	132
ENST00000416740.2	18113794	18131719	18146682	1	5	1425	132
ENST00000679481.1	18121106	18131153	18146682	1	4	1430	132
ENST00000608634.1	18126706	18146553	18146682	1	3	1434	132
ENST00000699060.1	18150117	18177367	18146682	1	10	1437	134
ENST00000215794.8	18150169	18177396	18177367	1	11	1447	134
ENST00000699061.1	18161789	18171980	18177396	1	6	1458	134
ENST00000699062.1	18170964	18177357	18177396	1	3	1464	134
ENST00000434390.1	18178037	18205914	18177396	2	9	1467	135
ENST00000617623.1	18340144	18345898	18205914	1	7	1476	136
ENST00000687007.2	18349941	18361189	18345898	1	2	1483	137
ENST00000619172.5	18361819	18386596	18361189	2	12	1485	138
ENST00000618517.4	18361829	18386525	18386596	2	9	1497	138
ENST00000613790.4	18370584	18386479	18386596	2	8	1506	138
ENST00000615974.1	18370665	18391104	18386596	2	9	1514	138
ENST00000622906.1	18374105	18375688	18391104	1	2	1523	139
ENST00000612861.1	18400406	18404205	18391104	2	1	1525	140
ENST00000624459.2	18422243	18500593	18404205	1	12	1526	141
ENST00000624001.2	18424976	18490145	18500593	1	6	1538	141
ENST00000614584.1	18486998	18488581	18500593	2	2	1544	142
ENST00000615181.4	18487125	18489904	18500593	1	3	1546	141
ENST00000620909.1	18487868	18491246	18500593	2	2	1549	142
ENST00000621762.1	18501793	18512186	18500593	2	2	1551	143
ENST00000619998.1	18516343	18518160	18512186	2	6	1553	144
ENST00000618466.1	18524619	18524934	18518160	1	1	1559	145
ENST00000359859.4	18527156	18527625	18524934	1	1	1560	146
ENST00000614395.4	18527801	18530570	18527625	1	5	1561	147
ENST00000612978.5	18527801	18530572	18530570	1	9	1566	147
ENST00000613577.5	18527980	18530458	18530572	1	10	1575	147
ENST00000620199.4	18528946	18530221	18530572	1	5	1585	147
ENST00000621725.4	18529065	18530203	18530572	1	4	1590	147
ENST00000618859.1	18529408	18530572	18530572	1	4	1594	147
ENST00000613597.1	18529809	18530458	18530572	1	4	1598	147
ENST00000610959.4	18533645	18537790	18530572	2	3	1602	148
ENST00000652586.1	18533655	18552526	18537790	2	17	1605	148
ENST00000619742.4	18533656	18537864	18552526	2	4	1622	148
ENST00000617243.4	18533656	18548352	18552526	2	14	1626	148
ENST00000618794.4	18533670	18548827	18552526	2	15	1640	148
ENST00000612579.4	18534004	18548797	18552526	2	16	1655	149
ENST00000612500.4	18538022	18574699	18552526	2	13	1671	148
ENST00000611748.1	18538055	18577967	18574699	2	13	1684	148
ENST00000616531.1	18548010	18548769	18577967	2	2	1697	148
ENST00000614296.1	18605354	18605496	18577967	1	1	1699	150
ENST00000410698.2	18605801	18606101	18605496	2	1	1700	151
ENST00000619918.1	18605814	18611918	18606101	2	1	1701	152
ENST00000611762.1	18615580	18615899	18611918	1	1	1702	153
ENST00000611186.1	18623338	18625288	18615899	2	4	1703	154
ENST00000652395.1	18633983	18634681	18625288	1	1	1707	155
ENST00000611168.1	18636444	18638404	18634681	2	5	1708	156
ENST00000611403.1	18650022	18653616	18638404	2	1	1713	157
ENST00000619065.1	18715814	18719340	18653616	1	1	1714	158
ENST00000342888.3	18733913	18757893	18719340	1	9	1715	159
ENST00000611876.1	18756347	18757905	18757893	1	1	1724	159
ENST00000412448.5	18773664	18805478	18757905	2	15	1725	160
ENST00000453783.2	18773824	18791222	18805478	2	12	1740	161
ENST00000437537.1	18794413	18794803	18805478	2	1	1752	162
ENST00000445651.1	18794530	18843398	18805478	2	2	1753	160
ENST00000430306.1	18794597	18825000	18843398	2	2	1755	160
ENST00000428850.2	18833693	18834437	18843398	1	1	1757	163
ENST00000419447.5	18846810	18856683	18843398	1	5	1758	164
ENST00000342005.5	18846931	18848319	18856683	1	1	1763	164
ENST00000412938.5	18850117	18861048	18856683	1	6	1764	164
ENST00000416498.1	18852875	18854932	18861048	1	3	1770	164
ENST00000511549.1	18855620	18858639	18861048	2	4	1773	165
ENST00000614596.2	18873542	18894406	18861048	2	8	1777	166
ENST00000623570.1	18883501	18884681	18894406	2	1	1785	167
ENST00000413981.5	18906027	18912087	18894406	1	5	1786	168
ENST00000638240.1	18906237	18947731	18912087	1	6	1791	169
ENST00000331444.12	18906319	18912087	18947731	1	5	1797	168
ENST00000483718.5	18906324	18914237	18947731	1	5	1802	168
ENST00000427407.5	18906350	18912081	18947731	1	6	1807	168
ENST00000608842.1	18906352	18908268	18947731	1	2	1813	168
ENST00000480608.5	18906354	18912086	18947731	1	5	1815	168
ENST00000477156.1	18906780	18910388	18947731	1	2	1820	168
ENST00000436645.1	18908662	18912077	18947731	1	4	1822	168
ENST00000610940.4	18912776	18936552	18947731	2	15	1826	170
ENST00000357068.11	18912780	18936292	18947731	2	14	1841	170
ENST00000491604.5	18912780	18936294	18947731	2	13	1855	170
ENST00000420436.5	18912780	18936295	18947731	2	14	1868	170
ENST00000313755.9	18912781	18921573	18947731	2	6	1882	170
ENST00000429300.5	18912781	18924001	18947731	2	9	1888	170
ENST00000482858.5	18912781	18936141	18947731	2	11	1897	170
ENST00000334029.6	18912781	18936450	18947731	2	14	1908	170
ENST00000609229.1	18914529	18921553	18947731	2	3	1922	170
ENST00000446371.1	18919555	18921538	18947731	2	2	1925	170
ENST00000438924.5	18921380	18936141	18947731	2	6	1927	170
ENST00000399694.1	18922245	18923309	18947731	2	3	1933	170
ENST00000450579.1	18922371	18934827	18947731	2	7	1936	170
ENST00000457083.1	18922879	18936265	18947731	2	4	1943	170
ENST00000496625.1	18924724	18931109	18947731	2	3	1947	170
ENST00000640084.1	18936410	18947740	18947731	1	4	1950	171
ENST00000638287.1	18939445	18947691	18947740	1	2	1954	171
ENST00000623496.1	18945122	18946970	18947740	1	2	1956	171
ENST00000624224.1	18951933	18959511	18947740	2	1	1958	172
ENST00000675214.1	18970438	19021995	18959511	1	3	1959	173
ENST00000675671.1	18970483	19020664	19021995	1	7	1962	173
ENST00000674913.1	18970508	18994619	19021995	1	5	1969	173
ENST00000438934.5	18970513	18994627	19021995	1	5	1974	173
ENST00000421572.2	18970514	18994614	19021995	1	6	1979	173
ENST00000675978.1	18970514	19020207	19021995	1	6	1985	173
ENST00000440005.6	18970524	19031241	19021995	1	6	1991	173
ENST00000636418.1	18980694	18981324	19031241	2	2	1997	174
ENST00000399539.4	18985835	18994500	19031241	1	5	1999	175
ENST00000609630.2	18989918	19020247	19031241	1	7	2004	173
ENST00000604539.1	18997137	18997594	19031241	2	1	2011	176
ENST00000424407.1	18998273	19014785	19031241	1	5	2012	173
ENST00000637415.1	19014352	19014505	19031241	1	1	2017	177
ENST00000603208.1	19018042	19018915	19031241	2	1	2018	178
ENST00000609839.2	19021521	19023552	19031241	1	2	2019	173
ENST00000697771.1	19029523	19031207	19031241	1	2	2021	179
ENST00000652053.1	19029523	19031241	19031241	1	1	2023	179
ENST00000481698.1	19031563	19034563	19031241	2	8	2024	180
ENST00000537045.5	19036281	19122453	19034563	2	9	2032	181
ENST00000545799.5	19036281	19122453	19122453	2	11	2041	181
ENST00000389262.8	19036285	19122406	19122453	2	11	2052	181
ENST00000263196.12	19036285	19122411	19122453	2	10	2063	181
ENST00000467659.1	19037836	19057052	19122453	2	4	2073	181
ENST00000384012.1	19045255	19045366	19122453	1	1	2077	182
ENST00000609958.1	19046161	19048374	19122453	2	1	2078	183
ENST00000608548.1	19048378	19063276	19122453	2	3	2079	181
ENST00000412461.2	19055800	19056511	19122453	1	2	2082	184
ENST00000473832.1	19056993	19065903	19122453	2	4	2084	181
ENST00000629517.1	19061040	19061842	19122453	2	1	2088	185
ENST00000456035.1	19121528	19124502	19122453	1	2	2089	186
ENST00000609936.1	19124308	19128448	19124502	2	3	2091	187
ENST00000450724.1	19124878	19125645	19128448	1	1	2094	188
ENST00000252137.11	19130278	19144650	19128448	2	10	2095	189
ENST00000399635.4	19131307	19132621	19144650	1	1	2105	190
ENST00000434568.5	19133936	19144683	19144650	2	10	2106	189
ENST00000472073.1	19133967	19144632	19144683	2	10	2116	189
ENST00000469466.1	19142849	19144658	19144683	2	2	2126	189
ENST00000086933.3	19146992	19150291	19144683	2	3	2128	191
ENST00000685149.2	19170815	19171613	19150291	2	1	2131	192
ENST00000565162.3	19171394	19172850	19171613	1	1	2132	193
ENST00000215882.10	19175580	19178735	19172850	2	9	2133	194
ENST00000451283.5	19175592	19178520	19178735	2	9	2142	194
ENST00000470922.5	19175609	19178738	19178735	2	8	2151	194
ENST00000461267.1	19176666	19178479	19178738	2	6	2159	194
ENST00000468824.1	19177989	19178634	19178738	2	2	2165	194
ENST00000621271.4	19179472	19291684	19178738	2	32	2167	195
ENST00000427926.6	19179472	19291718	19291684	2	33	2199	195
ENST00000412649.5	19179475	19184830	19291718	2	3	2232	195
ENST00000622493.4	19179475	19207675	19291718	2	10	2235	195
ENST00000617926.4	19179774	19207673	19291718	2	12	2245	195
ENST00000615606.4	19180732	19291660	19291718	2	30	2257	195
ENST00000617103.4	19180732	19291660	19291718	2	31	2287	195
ENST00000538828.1	19183475	19187727	19291718	2	3	2318	195
ENST00000611723.1	19196362	19209326	19291718	2	5	2321	195
ENST00000658236.1	19196401	19200082	19291718	1	2	2326	196
ENST00000458188.2	19221572	19226319	19291718	2	5	2328	195
ENST00000540896.1	19229844	19232820	19291718	2	2	2333	195
ENST00000433141.1	19238442	19238738	19291718	2	1	2335	197
ENST00000516131.1	19249872	19249965	19291718	1	1	2336	198
ENST00000449918.1	19254033	19291715	19291718	2	4	2337	195
ENST00000446618.1	19257519	19258805	19291718	1	1	2341	199
ENST00000664918.1	19291968	19328900	19291718	1	2	2342	200
ENST00000340170.8	19330697	19431695	19328900	2	21	2344	201
ENST00000263208.5	19330697	19431732	19431695	2	25	2365	201
ENST00000509549.5	19351367	19447690	19431732	2	24	2390	202
ENST00000463821.3	19365765	19366043	19447690	1	1	2414	203
ENST00000464189.5	19398060	19430262	19447690	2	6	2415	201
ENST00000452818.1	19398067	19447449	19447690	2	6	2421	201
ENST00000333130.4	19432544	19436074	19447690	1	4	2427	204
ENST00000443660.5	19432578	19436066	19447690	1	4	2431	204
ENST00000471259.1	19432938	19436009	19447690	1	3	2435	204
ENST00000399568.5	19440885	19447691	19447690	2	3	2438	202
ENST00000399562.9	19440885	19447710	19447691	2	3	2441	202
ENST00000431090.1	19447892	19450104	19447710	1	2	2444	205
ENST00000263202.15	19449910	19479192	19450104	2	12	2446	206
ENST00000399523.5	19450620	19479171	19479192	2	12	2458	206
ENST00000459854.5	19450620	19479171	19479192	2	11	2470	206
ENST00000466373.1	19450624	19467715	19479192	2	8	2481	206
