34462
30517	30607	718
41183	42475	809
0	94	0
2209	2319	95
3589	3736	206
3857	3968	354
5698	5835	466
6054	6189	604
30513	30603	740
41179	42745	831
0	89	0
2204	2314	90
3584	3731	201
3852	3963	349
5717	5830	461
6049	6184	575
30508	30598	711
33606	34197	802
0	80	0
2195	3722	81
3843	3954	1609
5708	5821	1721
6040	6410	1835
0	74	0
2189	2299	75
3569	3716	186
3837	3948	334
5678	5815	446
6034	6169	584
11853	13275	720
0	65	0
6025	6160	66
30484	30574	202
41150	44992	293
0	999	0
1120	2873	1000
0	89	0
308	443	90
919	1105	226
0	896	0
1038	1233	897
1958	3008	1093
0	748	0
8131	8218	749
10312	10634	837
0	199	0
7582	7669	200
14809	15072	288
0	164	0
509	656	165
0	641	0
0	693	0
0	621	0
0	231	0
6060	6181	232
23499	23697	354
24325	24458	553
40147	40952	687
0	1048	0
0	120	0
0	425	0
920	1079	426
0	105	0
0	145	0
2442	2526	146
2676	2801	231
2947	3193	357
0	87	0
0	165	0
582	1269	166
1302	1545	854
1575	2088	1098
0	214	0
4379	4514	215
5417	5507	351
9340	9490	442
10366	10444	593
30983	31157	672
43905	44031	847
45141	45282	974
47752	47923	1116
0	1337	0
0	72	0
4851	4935	73
6084	6171	158
0	230	0
4888	5054	231
5916	6178	398
0	123	0
681	726	124
1017	1185	170
1395	1500	339
2439	2610	445
0	2710	0
5448	5924	2711
7144	7344	3188
0	210	0
1430	1525	211
0	2059	0
0	80	0
6525	7215	81
0	396	0
0	328	0
36692	36853	329
95609	96855	491
0	304	0
9747	9982	305
12166	13200	541
0	304	0
9747	9982	305
12166	12267	541
20930	20986	643
35129	35179	700
36668	36829	751
45257	45346	913
45752	45874	1003
46616	46919	1126
0	267	0
9710	9945	268
12129	12230	504
12751	13163	606
0	171	0
20797	20853	172
34996	35046	229
36535	36696	280
46483	51765	442
0	165	0
9608	9843	166
11935	12283	402
0	2522	0
0	176	0
576	944	177
0	105	0
437	545	106
3226	3282	215
17425	17475	272
18964	19125	323
27990	28170	485
28912	29033	666
33895	34077	788
0	70	0
1559	1960	71
0	50	0
1539	1700	51
0	161	0
719	2158	162
0	118	0
753	886	119
0	31	0
2392	2553	32
3003	3875	194
0	184	0
5605	5736	185
0	10	0
5431	5562	11
5792	5903	143
7410	7489	255
15396	15554	335
16151	16195	494
17452	17522	539
19534	19686	610
21057	21474	763
0	156	0
753	797	157
2054	2124	202
5659	5988	273
0	88	0
428	498	89
2510	2662	160
4033	4956	313
6103	6286	1237
8202	8403	1421
0	30	0
1177	1360	31
3276	3477	215
14087	14264	417
14557	14600	595
15959	16123	639
18562	18632	804
0	177	0
470	513	178
1872	2036	222
4475	4618	387
4901	5041	531
5139	5255	672
6675	8053	789
10211	10346	2168
11051	11209	2304
11940	12100	2463
13890	14003	2624
14206	14374	2738
0	168	0
20279	20407	169
21983	22689	298
0	1111	0
1648	1921	1112
0	870	0
1407	1776	871
0	997	0
16359	16612	998
24327	24671	1252
38195	38287	1597
0	929	0
16291	16544	930
24259	24603	1184
41811	41931	1529
0	586	0
1068	1861	587
0	509	0
991	1658	510
0	144	0
0	126	0
466	677	127
1520	1682	339
1906	1958	502
0	358	0
0	3099	0
0	148	0
1298	1648	149
0	203	0
0	350	0
0	101	0
0	297	0
422	477	298
0	315	0
696	746	316
0	310	0
682	730	311
0	245	0
426	492	246
0	304	0
428	482	305
0	195	0
1899	1962	196
2322	2913	260
0	940	0
1789	1893	941
2830	2926	1046
3242	3332	1143
4164	4428	1234
6362	6447	1499
8007	8257	1585
26024	26231	1836
29937	30240	2044
46005	46286	2348
0	417	0
1266	1370	418
2307	2403	523
2719	2809	620
3641	3905	711
5839	5924	976
25501	25708	1062
29414	29717	1270
45482	45540	1574
0	416	0
1265	1369	417
2306	2402	522
2718	2808	619
3640	5021	710
5838	5923	2092
25500	25656	2178
29413	29716	2335
45481	45539	2639
0	143	0
992	1096	144
2033	2129	249
2445	2535	346
3367	3631	437
5565	5650	702
6880	7460	788
25227	25434	1369
29140	29443	1577
45208	45381	1881
0	83	0
2198	2283	84
0	144	0
997	1082	145
24572	24875	231
40640	40698	535
0	528	0
0	644	0
951	1172	645
0	774	0
8303	8430	775
10754	10856	903
20503	22222	1006
0	132	0
7661	7788	133
10112	10214	261
19165	19346	364
0	105	0
7634	7761	106
10085	10187	234
23356	23586	337
0	58	0
7587	7714	59
10038	10144	187
20729	22717	294
0	127	0
1473	1571	128
2451	2553	227
0	2854	0
0	755	0
0	275	0
12843	12989	276
13821	13933	423
15401	15515	536
0	235	0
12068	12092	236
12803	12949	261
13781	13893	408
17002	17049	521
17145	17186	569
0	232	0
12065	12089	233
12800	12946	258
13778	13890	405
14153	14309	518
0	229	0
12062	12086	230
12797	12943	255
13775	13887	402
15355	15481	515
16996	17043	642
17139	17302	690
18494	18577	854
19726	19810	938
20591	20602	1023
20853	20954	1035
22727	22768	1137
23307	30693	1179
0	217	0
12050	12074	218
12844	12931	243
13763	13875	331
16984	17031	444
17127	17290	492
18482	18564	656
0	172	0
12005	12452	173
0	137	0
11970	11994	138
12705	12851	163
13683	13795	310
15263	15389	423
16904	16951	550
17047	17210	598
18402	18485	762
19634	19718	846
20499	20510	931
22635	22676	943
23215	24728	985
0	327	0
0	25	0
736	882	26
1714	1826	173
3294	3420	286
4935	5241	413
6433	6516	720
7665	7707	804
0	5063	0
0	3844	0
4953	5068	3845
0	814	0
3125	3241	815
8832	8954	932
10085	10574	1055
0	499	0
3115	3231	500
8822	8944	617
10075	10565	740
0	784	0
3095	3211	785
8802	8924	902
10303	10542	1025
0	477	0
3093	3209	478
8800	8922	595
10301	10542	718
0	453	0
983	1152	454
3069	3185	624
8776	8857	741
0	730	0
3041	3429	731
0	846	0
1039	1227	847
3548	3722	1036
5587	5620	1211
7513	7606	1245
10937	11049	1339
12031	12234	1452
27698	27776	1656
0	837	0
1030	1218	838
3539	3713	1027
5578	5611	1202
7504	7597	1236
10928	11040	1330
12022	12225	1443
21606	21757	1647
0	835	0
1028	1216	836
3537	6125	1025
0	778	0
3480	3654	779
5519	5552	954
21547	21676	988
0	775	0
968	1156	776
3477	3651	965
3811	4261	1140
0	112	0
10009	10538	113
0	111	0
1093	1296	112
10008	10719	316
0	123	0
5918	6096	124
0	199	0
5917	6095	200
0	480	0
5912	6090	481
0	2786	0
3030	3232	2787
3814	3950	2990
9549	9657	3127
11152	11242	3236
12893	13020	3327
0	1696	0
2697	2786	1697
3030	3232	1787
3814	3971	1990
9549	9657	2148
11152	11242	2257
12893	13020	2348
0	970	0
2697	2786	971
3030	3232	1061
3814	3971	1264
9549	9657	1422
11152	11242	1531
12893	13020	1622
0	488	0
2697	2786	489
3030	3232	579
3814	3971	782
9549	9657	940
11152	11242	1049
12893	13020	1140
0	2786	0
3030	3232	2787
3814	3971	2990
9549	9657	3148
11152	11242	3257
12893	13020	3348
20373	20489	3476
20759	20993	3593
0	2786	0
3030	3232	2787
3814	3971	2990
9549	9657	3148
11152	11242	3257
12893	13020	3348
24773	24983	3476
28281	28500	3687
30566	30933	3907
40566	40645	4275
0	2786	0
3030	3232	2787
3814	3971	2990
9549	9657	3148
11152	11242	3257
12893	13020	3348
24773	24983	3476
28281	28500	3687
40566	40645	3907
0	2786	0
3030	3232	2787
3814	3971	2990
9549	9657	3148
11152	11242	3257
12893	13020	3348
24773	24983	3476
28281	28500	3687
30566	30961	3907
40566	40645	4303
0	2786	0
3030	3232	2787
3814	3971	2990
9549	9657	3148
11152	11242	3257
12893	13020	3348
24773	24983	3476
28281	28500	3687
30566	30933	3907
33213	33788	4275
40566	40645	4851
0	2786	0
3030	3232	2787
3814	3971	2990
9549	9657	3148
11152	11242	3257
12893	13020	3348
24773	24983	3476
28281	28500	3687
30566	30933	3907
33213	33788	4275
42937	43311	4851
51373	51499	5226
0	2786	0
3030	3232	2787
3814	3971	2990
9549	9657	3148
11152	11242	3257
12893	13020	3348
24773	24983	3476
28281	28500	3687
30566	30933	3907
79378	79445	4275
0	2786	0
3030	3232	2787
3814	3971	2990
9549	9657	3148
11152	11242	3257
12893	13020	3348
24773	24983	3476
28281	28500	3687
30566	30933	3907
42937	43311	4275
77478	78088	4650
79374	79445	5261
0	2275	0
2519	2721	2276
3303	3460	2479
9038	10006	2637
0	2274	0
2518	2720	2275
3302	3459	2478
9037	9145	2636
10640	10730	2745
12381	12508	2836
20247	20481	2964
0	2274	0
2518	2720	2275
3302	3459	2478
9037	9145	2636
10640	10730	2745
12381	12508	2836
24261	24471	2964
27769	27988	3175
30054	30388	3395
40054	40133	3730
0	2272	0
2516	2718	2273
3300	3457	2476
9035	9143	2634
10638	10728	2743
12379	12506	2834
24259	24469	2962
27767	27986	3173
30052	30381	3393
42423	42685	3723
0	2271	0
2515	2717	2272
3299	3456	2475
9034	9142	2633
10637	10727	2742
12378	12505	2833
24258	24468	2961
27766	27985	3172
30051	30293	3392
42422	42796	3635
0	2270	0
2514	2716	2271
3298	3455	2474
9033	9141	2632
10636	10726	2741
12377	12504	2832
24257	24467	2960
27765	27984	3171
30050	30583	3391
0	1171	0
2172	2261	1172
2505	2707	1262
3289	3446	1465
9024	9216	1623
0	2261	0
2505	2707	2262
3289	3446	2465
9024	9132	2623
12368	12495	2732
20234	20310	2860
0	2259	0
2503	2705	2260
3287	3444	2463
9022	9130	2621
10625	10715	2730
12366	12493	2821
19282	19472	2949
0	489	0
733	935	490
1517	1674	693
7252	7360	851
8855	8945	960
10596	10723	1051
22476	22686	1179
25984	26203	1390
28269	28511	1610
38269	38347	1853
0	193	0
437	639	194
1221	1378	397
6956	7064	555
8559	10427	664
22180	22390	2533
22471	22506	2744
25688	25907	2780
27973	28340	3000
37973	38204	3368
0	222	0
1717	1807	223
3458	3585	314
11324	11377	442
0	248	0
1899	2026	249
8815	9007	377
0	521	0
8260	8313	522
0	215	0
11968	12178	216
15476	15695	427
17761	18003	647
27761	27839	890
0	372	0
0	422	0
692	738	423
0	1059	0
4357	4576	1060
6642	7009	1280
16642	16710	1648
0	697	0
3879	4098	698
6164	6531	918
16164	16231	1286
0	240	0
548	639	241
0	1447	0
3931	4186	1448
9664	9874	1704
0	198	0
0	296	0
0	74	0
117639	117733	75
137454	137637	170
139461	139600	354
140682	140786	494
143133	143182	599
144898	145067	649
151864	151947	819
164169	164322	903
177154	177283	1057
178571	178608	1187
178691	178782	1225
179044	179170	1317
180463	180851	1444
181890	182018	1833
182208	183054	1962
188202	189615	2809
192082	192193	4223
192886	198202	4335
0	449	0
108128	108222	450
127943	128126	545
129950	130089	729
131171	131275	869
133622	133671	974
135387	135556	1024
142353	142436	1194
154658	154811	1278
167643	167772	1432
169060	169097	1562
169180	169271	1600
169533	169659	1692
170952	171340	1819
172379	172507	2208
172697	173543	2337
178688	180104	3184
182571	182682	4601
183375	188691	4713
0	449	0
108128	108222	450
127943	128126	545
129950	130089	729
131171	131275	869
133622	133671	974
135387	135556	1024
142353	142436	1194
154658	154867	1278
165284	165287	1488
167643	167772	1492
169060	169097	1622
169180	169271	1660
169533	169659	1752
170952	171340	1879
172379	172507	2268
172697	173543	2397
178688	180104	3244
182571	182682	4661
183375	188691	4773
0	1131	0
0	387	0
0	267	0
49315	49409	268
69130	69313	363
71137	71185	547
0	66	0
495	589	67
20310	20493	162
22317	22456	346
23538	23642	486
25989	26038	591
27754	27923	641
34720	34803	811
47025	47178	895
60010	60139	1049
61427	61464	1179
61547	61638	1217
61900	62026	1309
63319	63707	1436
64746	64874	1825
65064	65910	1954
71055	72471	2801
74938	75049	4218
75742	81056	4330
0	353	0
0	1013	0
5819	5936	1014
8344	8377	1132
21367	21474	1166
24413	24537	1274
48464	48564	1399
0	565	0
1244	1410	566
3032	3143	733
3836	9152	845
0	263	0
16295	16514	264
17587	17709	484
17908	17963	607
19113	19203	663
19966	20084	754
23686	23851	873
24475	24629	1039
26140	26215	1194
26645	27431	1270
0	249	0
6460	6792	250
0	215	0
6426	6488	216
16247	16466	279
17539	17661	499
17860	17915	622
19065	19155	678
19918	20036	769
23638	23803	888
24427	24581	1054
26092	26167	1209
26597	27497	1285
0	124	0
6335	6397	125
16156	17570	188
17769	18619	1603
0	285	0
10044	10263	286
11336	11458	506
11657	11712	629
12862	12952	685
13715	13783	776
0	89	0
217	686	90
0	174	0
1177	1391	175
2094	2215	390
7710	9035	512
0	17	0
1020	1234	18
4951	5072	233
7553	7704	355
0	600	0
2393	2480	601
6058	6152	689
7891	7959	784
8956	9045	853
20676	20742	943
21075	21184	1010
27325	27390	1120
36467	36613	1186
0	567	0
2360	2447	568
6025	6119	656
7858	7926	751
20643	20709	820
21042	21151	887
27292	27357	997
36434	36578	1063
0	327	0
2120	2207	328
5785	5879	416
7618	7686	511
8683	8772	580
20403	20469	670
20802	20911	737
36194	36340	847
0	67	0
1860	2623	68
0	77	0
3655	3749	78
5488	5556	173
6553	6642	242
18273	18339	332
18672	18781	399
24495	24588	509
24922	24987	603
34064	34194	669
0	287	0
2026	2094	288
3091	3180	357
14811	14877	447
15210	15319	514
21460	21527	624
0	501	0
12132	12198	502
12531	12640	569
18781	18848	679
0	264	0
597	706	265
6847	6912	375
15989	16134	441
0	344	0
6485	6550	345
15627	15773	411
0	51	0
9247	9845	52
26807	26977	651
54359	54466	822
67286	67354	930
0	89	0
9186	9784	90
26746	26916	689
54298	54405	860
60070	60226	968
67225	67294	1125
73327	73512	1195
0	302	0
17078	17248	303
44630	44737	474
63659	63802	582
88093	92271	726
0	302	0
17078	17248	303
44630	44737	474
50402	50558	582
63659	63802	739
88093	92271	883
0	302	0
17078	17248	303
63659	63802	474
88093	92271	618
0	302	0
17078	17248	303
44630	44737	474
57557	57626	582
63659	63802	652
88093	92271	796
0	302	0
44630	44737	303
50402	50558	411
57557	57626	568
88093	92271	638
0	302	0
17078	17248	303
44630	44737	474
88093	92271	582
0	302	0
44630	44737	303
50402	50558	411
57557	57626	568
63659	63802	638
88093	92271	782
0	145	0
16921	17091	146
44473	44580	317
57400	57469	425
63502	63645	495
87936	89958	639
0	129	0
44457	44564	130
50229	50385	238
53599	53638	395
0	129	0
16905	17075	130
44457	44564	301
50229	50385	409
57384	57453	566
63486	63629	636
87920	92098	780
0	114	0
16890	17060	115
44442	44549	286
50214	50370	394
57369	57438	551
63471	64961	621
0	75	0
16851	17021	76
44403	44510	247
50175	50331	355
87866	91811	512
0	68	0
13169	13312	69
37603	40066	213
0	472	0
6505	6625	473
0	115	0
19967	20960	116
0	1453	0
3879	4091	1454
5211	5350	1667
9665	9875	1807
15967	16036	2018
39472	39878	2088
0	1453	0
3879	4091	1454
5211	5350	1667
9665	9875	1807
15967	16036	2018
40243	40331	2088
0	1449	0
3875	4087	1450
5207	5346	1663
15963	16032	1803
40239	40353	1873
0	1416	0
3842	4054	1417
5174	5313	1630
40206	40314	1770
0	369	0
2795	3007	370
4127	5972	583
0	227	0
2653	2865	228
3985	4124	441
8439	8649	581
39017	39131	792
0	92	0
2518	2730	93
3850	3989	306
4583	4677	446
8304	8514	541
14606	14675	752
38882	38913	822
0	39	0
2465	2677	40
3797	4624	253
8251	8461	1081
14553	14622	1292
38829	38860	1362
0	39	0
2465	2677	40
3797	3936	253
8251	8461	393
14553	14622	604
39088	39113	674
0	171	0
1291	1430	172
5745	5955	312
36323	36437	523
0	40	0
4355	4565	41
35245	35322	252
0	79	0
0	2159	0
0	3267	0
3349	3422	3268
3553	3652	3342
21195	21288	3442
23054	23164	3536
29041	29135	3647
29662	31480	3742
33778	33860	5561
34381	34521	5644
35298	35411	5785
39995	40132	5899
44205	44458	6037
54173	54368	6291
77250	77337	6487
78275	78363	6575
84188	84374	6664
98229	98402	6851
99521	99583	7025
99674	99786	7088
101385	101581	7201
103836	103983	7398
106159	106255	7546
107635	107761	7643
108597	108712	7770
109075	109332	7886
111799	111899	8144
113193	113348	8245
114229	114330	8401
114982	115098	8503
116983	117190	8620
118900	119237	8828
236632	236912	9166
0	3267	0
3349	3422	3268
3553	3652	3342
21195	21288	3442
23054	23164	3536
29041	29135	3647
29662	31480	3742
33778	33860	5561
34381	34521	5644
35298	35411	5785
39995	40132	5899
42418	42505	6037
44205	44458	6125
54173	54368	6379
77250	77337	6575
78275	78363	6663
84188	84374	6752
98229	98402	6939
99521	99583	7113
99674	99786	7176
101385	101581	7289
103836	103983	7486
106159	106255	7634
107635	107761	7731
108597	108712	7858
109075	109332	7974
111799	111899	8232
113193	113348	8333
114229	114330	8489
114982	115098	8591
116983	117190	8708
118900	119237	8916
236632	236912	9254
0	3264	0
3346	3419	3265
3550	3649	3339
21192	21285	3439
23051	23845	3533
0	376	0
458	531	377
662	1127	451
0	79	0
161	234	80
365	464	154
18007	18100	254
19866	19976	348
21670	24832	459
0	125	0
256	355	126
12865	12915	226
17898	17991	277
19757	19867	371
21561	21611	482
25744	25838	533
26365	26543	628
0	37	0
2465	2530	38
17580	17673	104
19439	19549	198
25426	25520	309
26047	26161	404
0	414	0
738	1313	415
0	307	0
5290	5383	308
7149	7182	402
0	107	0
2405	2487	108
3008	3148	191
3925	4038	332
12832	12978	446
0	93	0
2391	2473	94
2994	3134	177
3911	4024	318
7418	7480	432
12818	12891	495
0	221	0
7494	7689	222
30571	30658	418
31596	31684	506
37509	37695	595
51550	51723	782
52842	52904	956
52995	53107	1019
54706	54902	1132
57157	57304	1329
59480	59576	1477
60956	61082	1574
61918	62033	1701
62396	62653	1817
65120	65220	2075
66514	66669	2176
67550	67651	2332
68303	68419	2434
70304	70511	2551
72221	72507	2759
0	2425	0
25307	25394	2426
26332	26420	2514
32245	32431	2603
46286	46459	2790
47578	47640	2964
47731	47843	3027
49442	49638	3140
51893	52040	3337
54216	54312	3485
55692	55818	3582
56654	56769	3709
57132	57389	3825
61250	61405	4083
62286	62387	4239
63039	63155	4341
65040	65247	4458
66957	67294	4666
161801	161909	5004
0	2531	0
0	2066	0
24948	25035	2067
25973	26061	2155
31886	32072	2244
44324	44407	2431
45927	46100	2515
47219	47281	2689
47372	47484	2752
49083	49279	2865
51534	51681	3062
53857	53953	3210
55333	55459	3307
56295	56410	3434
56773	57030	3550
59497	59597	3808
60891	61046	3909
61927	62028	4065
62680	62796	4167
64681	64888	4284
66598	66861	4492
0	342	0
23224	23311	343
24249	24337	431
30162	30348	520
44203	44376	707
45495	45557	881
45648	45760	944
47359	47555	1057
49810	49957	1254
52133	52229	1402
53609	53735	1499
54571	54686	1626
55049	55306	1742
57773	57873	2000
59167	59322	2101
60203	60304	2257
60956	61072	2359
62957	63164	2476
64874	65152	2684
0	4823	0
5761	5849	4824
11674	11860	4913
24112	24195	5100
25715	25888	5184
27007	27069	5358
27160	27272	5421
28871	29067	5534
31322	31469	5731
33645	33741	5879
35121	35125	5976
0	371	0
1309	1397	372
7222	7408	461
8132	8239	648
10832	10939	756
14731	14787	864
16590	16688	921
21263	21436	1020
22555	22617	1194
22708	22820	1257
24419	24615	1370
26870	27017	1567
29193	29289	1715
30669	30795	1812
31631	31746	1939
32109	32366	2055
34833	34933	2313
36227	36382	2414
37263	37364	2570
38016	38132	2672
40017	40224	2789
41934	42259	2997
0	88	0
5913	6099	89
10484	10779	276
0	93	0
4478	4942	94
0	89	0
3277	3392	90
4474	4805	206
0	111	0
1821	2158	112
96361	96452	450
0	93	0
0	82	0
137	414	83
0	2345	0
2892	3038	2346
0	197	0
522	587	198
900	986	264
0	169	0
6375	8585	170
0	535	0
1002	1270	536
0	1698	0
0	124	0
373	683	125
1951	2091	436
5514	5809	577
7189	7335	873
10049	27473	1020
0	58	0
307	617	59
1885	2025	370
5448	5743	511
7123	7269	807
43490	43712	954
46167	46315	1177
48365	49045	1326
52854	53731	2007
0	616	0
1884	2024	617
5447	5742	758
7122	7268	1054
9982	27406	1201
0	720	0
0	229	0
1497	1637	230
5060	5355	371
9595	9742	667
0	209	0
0	276	0
0	337	0
1000	1192	338
0	476	0
11379	11601	477
14056	14204	700
16254	16934	849
35556	36583	1530
0	563	0
11174	11396	564
13851	13999	787
16049	16729	936
20538	20701	1617
29723	30967	1781
0	245	0
11148	11370	246
13825	13937	469
0	152	0
10792	11014	153
13469	13617	376
15667	16347	525
20156	20467	1206
0	20395	0
0	59	0
10670	10892	60
13347	13495	283
15545	16225	432
20034	20923	1113
0	66	0
7684	7906	67
10361	10509	290
12559	13239	439
17048	17925	1120
0	594	0
3049	3197	595
5247	5927	744
9736	10047	1425
0	327	0
4136	4299	328
18949	19847	492
0	104	0
7440	7702	105
10054	10150	368
11672	11817	465
17137	17216	611
17772	17918	691
19726	19821	838
23032	23163	934
23675	23724	1066
26654	27250	1116
0	52	0
7388	7650	53
10002	10098	316
11620	11765	413
17085	17164	559
17720	17866	639
19674	19769	786
20583	20750	882
22980	23111	1050
23623	23672	1182
26602	27227	1232
0	145	0
5465	5544	146
6100	6246	226
8054	8149	373
8963	9130	469
10144	10191	637
0	2316	0
2828	2877	2317
5807	6393	2367
0	427	0
5072	6028	428
10585	10618	1385
11084	11145	1419
13145	13210	1481
18119	18205	1547
21152	21176	1634
21645	21703	1659
27737	27877	1718
0	171	0
695	831	172
4347	4534	309
4767	4893	497
4996	5108	624
5190	5303	737
5608	5754	851
0	572	0
10622	11248	573
0	437	0
5081	5235	438
5698	5738	593
5965	6037	634
6571	8893	707
11103	11136	3030
11602	11663	3064
13664	13729	3126
18636	18722	3192
21667	21691	3279
22160	22218	3304
24566	24777	3363
0	427	0
5071	6027	428
11093	11126	1385
11592	11653	1419
13654	13719	1481
18626	18712	1547
21657	21681	1634
22150	22208	1659
24556	24696	1718
0	128	0
2338	2371	129
2837	2898	163
4899	4964	225
9871	9957	291
12902	12926	378
13395	13453	403
15801	15895	462
0	47	0
2257	2290	48
2756	2817	82
4818	4883	144
9790	9876	210
12821	12845	297
13314	13372	322
19243	19301	381
20153	20439	440
0	115	0
1325	1583	116
0	3799	0
0	103	0
2733	2791	104
3260	3284	163
6231	6317	188
64895	64960	275
66961	67022	341
67488	67521	403
69742	71782	437
72316	72388	2478
72615	72655	2551
73118	73272	2592
77912	78350	2747
0	58	0
527	551	59
3498	3584	84
62162	62227	171
64228	64289	237
64755	65169	299
0	258	0
1468	1583	259
0	78	0
2079	2140	79
2606	2779	141
0	714	0
3274	3378	715
0	55	0
10092	10393	56
0	303	0
608	721	304
803	915	418
1018	1145	531
1378	1587	659
1719	1817	869
0	315	0
0	469	0
0	474	0
757	1291	475
1639	1695	1010
1804	2206	1067
2354	2769	1470
0	474	0
757	880	475
1015	1065	599
1217	1291	650
1639	1695	725
1804	1922	782
2134	2206	901
2354	2394	974
2453	2771	1015
0	295	0
578	701	296
836	886	420
1038	1112	471
1460	1516	546
1625	1708	603
1811	1875	687
1955	2027	752
2175	2215	825
2274	2478	866
0	146	0
494	550	147
659	777	204
989	1061	323
1209	1275	396
0	27	0
375	431	28
540	658	85
870	1138	204
0	88	0
197	315	89
527	787	208
846	1164	469
0	46	0
126	198	47
346	386	120
445	649	161
0	407	0
1599	1682	408
2213	4145	492
0	397	0
1589	1672	398
2203	2292	482
2994	3152	572
3636	3756	731
4777	4902	852
4984	5088	978
5572	5681	1083
6746	6816	1193
6917	6989	1264
10011	10081	1337
10996	11125	1408
13590	13717	1538
14355	14462	1666
14662	14813	1774
15014	15171	1926
18817	18871	2084
0	396	0
1588	1671	397
2202	2291	481
2993	4208	571
0	396	0
1588	1671	397
2202	2291	481
2993	3755	571
4776	4901	1334
4983	5087	1460
5571	5680	1565
6745	6815	1675
6916	6988	1746
10010	10080	1819
10995	11124	1890
13589	13764	2020
14354	14461	2196
14661	14696	2304
0	382	0
1574	1657	383
2188	2277	467
2979	3741	557
4762	4887	1320
4969	5073	1446
5557	5666	1551
6731	6801	1661
6902	6974	1732
9996	10066	1805
10981	11110	1876
13575	13702	2006
14340	14447	2134
14647	14798	2242
14999	15157	2394
0	48	0
1240	1323	49
1854	1943	133
2645	2803	223
3290	3407	382
4428	4553	500
4635	4739	626
5223	5332	731
6397	6467	841
6568	6640	912
9662	9732	985
10647	10776	1056
13241	13368	1186
14006	14113	1314
14313	14464	1422
14665	14793	1574
0	535	0
617	721	536
1205	1314	641
2379	2449	751
2550	2622	822
5644	5714	895
6629	6758	966
9223	9350	1096
9988	10095	1224
10295	10446	1332
10647	10804	1484
14450	14550	1642
36552	36677	1743
0	502	0
584	688	503
1172	1281	608
2346	2416	718
2517	2589	789
5611	5681	862
6596	6725	933
9190	9317	1063
9955	10062	1191
10262	10413	1299
10614	10771	1451
14417	14517	1609
39717	39912	1710
0	458	0
659	759	459
0	142	0
0	300	0
0	6104	0
0	319	0
0	172	0
637	800	173
1289	1433	337
1675	1950	482
0	698	0
0	360	0
467	535	361
879	943	430
1047	1217	495
1793	1960	666
0	3594	0
0	3526	0
0	140	0
2118	2176	141
2645	2669	200
5616	5702	225
10596	10661	312
12660	12721	378
13187	13220	440
17955	18911	474
23553	23980	1431
0	1558	0
0	303	0
608	721	304
803	915	418
1018	1144	531
1377	1586	658
5065	5201	868
5725	5874	1005
7924	8081	1155
8474	8666	1313
17394	17561	1506
18108	18184	1674
18303	18389	1751
18597	18668	1838
20748	21126	1910
31764	31814	2289
0	143	0
448	561	144
643	755	258
858	984	371
1217	1407	498
4905	5041	689
5565	5714	826
7764	7921	976
8314	8506	1134
13706	13792	1327
13920	14054	1414
17234	17398	1549
0	390	0
0	260	0
48762	48868	261
0	193	0
30330	30403	194
0	744	0
0	1515	0
4826	5032	1516
6839	6944	1723
8979	9107	1829
9764	9873	1958
0	1388	0
0	1725	0
2101	2476	1726
3532	3637	2102
